Data-ID,Result-State,Result-Detail,numeroDocumento,dataAdmissaoFopag,dataRegistroPrimeiroContrato,dataRegistro,flagMAT30d,flagMAT35d,flagMAT60d,flagMAT90d,fonteRenda,flagPortabilidade,rendaLiquidaPicpay,consumerID,investimentoTotal,flagInvestimentoPrincipalidade,payloadParam.solicitante.flagPrincipalidadeAll,flagPrincipalidade,mesFlagPrincipalidade,flagAllowlist,flagBlocklist,flagCartaoCreditoContratado,flagLimiteGarantidoContratado,result:cpf6e7Digito,expected:cpf6e7Digito,result:dataAdmissao,expected:dataAdmissao,result:dataAdmissaoMeses,expected:dataAdmissaoMeses,result:clienteExistente,expected:clienteExistente,result:clienteMAT,expected:clienteMAT,result:clienteMATRecorrencia,expected:clienteMATRecorrencia,result:clienteFopag,expected:clienteFopag,result:rendaInexistente,expected:rendaInexistente,result:clienteNovo,expected:clienteNovo,result:naoCliente,expected:naoCliente,result:scoreInexistente,expected:scoreInexistente,result:vlrTotalInvestido,expected:vlrTotalInvestido,result:percentRendaInvestimento,expected:percentRendaInvestimento,result:investidorOriginal,expected:investidorOriginal,result:principalidadeInvestimento,expected:principalidadeInvestimento,result:principalidadeAll,expected:principalidadeAll,result:principalidadeAllRecorrencia,expected:principalidadeAllRecorrencia,result:clienteBlindado,expected:clienteBlindado,result:clienteBloqueado,expected:clienteBloqueado,result:faixaRendaLiquida,expected:faixaRendaLiquida,result:faixaRendaBruta,expected:faixaRendaBruta
588,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,3,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
589,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,4,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
590,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,5,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
591,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,6,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
592,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,7,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
593,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,8,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
594,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,9,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
595,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,0,-99999,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
596,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
597,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,1,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
598,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,2,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
599,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,3,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
600,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,4,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
601,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,5,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
602,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,6,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
603,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,7,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
604,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,8,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
605,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,9,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
606,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,1,-99999,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
607,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
608,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,1,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
609,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,2,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
610,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,3,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
611,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,4,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
612,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,5,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
613,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,6,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
614,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,7,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
615,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,8,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
616,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,9,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
617,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,2,-99999,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
618,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
619,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,1,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
620,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,2,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
621,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,3,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
622,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,4,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
623,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,5,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
624,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,6,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
625,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,7,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
626,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,8,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
627,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,9,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
628,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,3,-99999,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
629,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
630,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,1,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
631,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,2,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
632,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,3,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
633,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,4,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
634,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,5,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
635,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,6,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
636,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,7,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
637,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,8,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
638,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,9,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
639,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,4,-99999,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
640,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
641,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,1,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
642,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,2,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
643,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,3,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
644,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,4,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
645,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,5,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
646,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,6,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
647,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,7,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
648,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,8,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
649,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,9,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
650,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,5,-99999,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
651,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,6,0,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
652,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,6,1,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
653,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,3,0,6,2,XYZ,0,10000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
